index,doc_id,page_number,has_table,image_bytes,response
4,3M_2018_10K.pdf,24,False,,
4,3M_2018_10K.pdf,25,False,,
4,3M_2018_10K.pdf,26,False,,
4,3M_2018_10K.pdf,27,False,,
4,3M_2018_10K.pdf,28,False,,
4,3M_2018_10K.pdf,29,False,,
4,3M_2018_10K.pdf,30,False,,
4,3M_2018_10K.pdf,31,False,,
4,3M_2018_10K.pdf,32,False,,
4,3M_2018_10K.pdf,33,False,,
4,3M_2018_10K.pdf,34,False,,
4,3M_2018_10K.pdf,35,False,,
4,3M_2018_10K.pdf,36,False,,
4,3M_2018_10K.pdf,37,False,,
4,3M_2018_10K.pdf,38,False,,
4,3M_2018_10K.pdf,39,False,,
4,3M_2018_10K.pdf,40,False,,
4,3M_2018_10K.pdf,41,False,,
4,3M_2018_10K.pdf,42,False,,
4,3M_2018_10K.pdf,43,False,,
4,3M_2018_10K.pdf,44,False,,
4,3M_2018_10K.pdf,45,False,,
4,3M_2018_10K.pdf,46,False,,
4,3M_2018_10K.pdf,47,False,,
4,3M_2018_10K.pdf,48,False,,
4,3M_2018_10K.pdf,49,False,,
4,3M_2018_10K.pdf,50,False,,
4,3M_2018_10K.pdf,51,False,,
4,3M_2018_10K.pdf,52,False,,
